,Unnamed: 0,Word,Count
21302,21302,raharja,11
3901,3901,kong,11
6185,6185,gadai,11
9626,9626,ndableg,11
3873,3873,plaza,11
3190,3190,cintapapua,11
28745,28745,menkum,11
9584,9584,kpw4jatim,11
6129,6129,apatis,11
4397,4397,beasiswa,11
5395,5395,bunda,11
1309,1309,kemenparekraf,11
7081,7081,akrab,11
11060,11060,stunting,11
11878,11878,faskes,11
4837,4837,cost,11
7963,7963,wanita,11
13992,13992,syamsudin,11
13587,13587,newslinebisnis,11
3643,3643,sobatkukm,11
26124,26124,431,11
8990,8990,least,11
4816,4816,binjai,11
12949,12949,ngabalin,11
4346,4346,kedirisehat,11
3634,3634,wel,11
2788,2788,ini,11
2454,2454,core,11
1883,1883,responsif,11
2642,2642,kryd,11
1807,1807,sukamta,11
11310,11310,mindset,11
5984,5984,dada,11
6725,6725,taruna,11
204,204,jo,11
13773,13773,2024,11
10792,10792,listrikuntukrakyat,11
7841,7841,siasat,11
1375,1375,sinar,11
14820,14820,perawan,11
3468,3468,action,11
14990,14990,ungul,11
7118,7118,departemen,11
11489,11489,kibar,11
10183,10183,ayom,11
709,709,adab,11
14043,14043,dongkrak,11
8275,8275,suarasidoarjo,11
5528,5528,pane,11
8826,8826,idtodayco,11
5527,5527,neta,11
4789,4789,banar,11
5524,5524,police,11
11054,11054,tambun,11
6979,6979,68,11
822,822,waspadacovid19,11
6977,6977,quarantine,11
4779,4779,ofline,11
8268,8268,positip,11
6959,6959,soekarno,11
14017,14017,tempo,11
4,4,deras,11
6934,6934,dit,11
6928,6928,ngawen,11
10240,10240,bhakti,11
3592,3592,stopcovid19,11
11557,11557,runtuh,11
17858,17858,bapeda,11
26020,26020,ori017,11
11059,11059,152,11
15946,15946,b30,11
2513,2513,opd,11
1848,1848,akbar,11
16099,16099,ranah,11
8923,8923,mangarai,11
3507,3507,sehari2,11
8934,8934,merek,11
5547,5547,profesor,11
8946,8946,ogan,11
5600,5600,task,11
6712,6712,had,11
4261,4261,lampu,11
2694,2694,klorokuin,11
7368,7368,lingkar,11
889,889,landak,11
10054,10054,pidie,11
4990,4990,hk,11
1103,1103,najwa,11
3008,3008,puyeng,11
9329,9329,pagebluk,11
13748,13748,jatah,11
6010,6010,mara,11
20398,20398,margodadi,11
4631,4631,ditandatangani,11
22388,22388,bondowoso,11
5672,5672,modern,11
3766,3766,has,11
9363,9363,ms,11
2892,2892,tagan,11
8250,8250,unk,11
4388,4388,gadis,11
15432,15432,nganjuk,11
10297,10297,tempur,11
12438,12438,kompromi,11
1785,1785,witaponda,11
2285,2285,analisa,11
7236,7236,musyawarah,11
6395,6395,iniuntukita,11
21752,21752,585,11
6408,6408,rawa,11
7224,7224,our,11
12627,12627,142,11
25907,25907,kurban,11
9397,9397,tiap,11
20961,20961,cangkol,11
4489,4489,semak,11
10681,10681,mentingin,11
4491,4491,indomaret,11
1364,1364,penanganan,11
2013,2013,teko,11
26818,26818,241,11
7810,7810,wajo,11
6665,6665,lelucon,11
8034,8034,omnibuslawuntukrakyat,11
10874,10874,podcastindonesia,11
399,399,waisak,11
8259,8259,listrikgratis,11
16462,16462,wanayasa,11
17048,17048,bonekasial,11
9246,9246,today,11
21157,21157,revolusimental,11
7366,7366,kelak,11
6624,6624,sanak,11
14689,14689,bias,11
14694,14694,takbiranyadirumahaja,11
2680,2680,poldababel,11
3276,3276,mainstream,11
7800,7800,part,11
12871,12871,pc,11
621,621,design,11
1675,1675,breakingnews,11
3104,3104,training,11
1465,1465,porsi,11
19017,19017,elshintaedisisiang,11
18163,18163,aqil,11
4072,4072,aturan2,10
2785,2785,jagakeluarga,10
4106,4106,refund,10
286,286,sadis,10
14917,14917,lk,10
5323,5323,fauzi,10
700,700,truk,10
5913,5913,jodi,10
5915,5915,masrur,10
5319,5319,pria,10
5916,5916,ubaidilah,10
5919,5919,kartuprakerja,10
7607,7607,banjarbaru,10
4090,4090,amandirumah,10
5885,5885,pendekar,10
5914,5914,iswahyono,10
6262,6262,kidul,10
13732,13732,subarto,10
5581,5581,workfromhome,10
28311,28311,rudy,10
4355,4355,mengijinkan,10
16526,16526,321,10
5430,5430,baskoro,10
7443,7443,swadaya,10
4360,4360,kip,10
5429,5429,edhie,10
12939,12939,oligarki,10
3275,3275,beranta,10
14695,14695,dyah,10
10097,10097,visa,10
4370,4370,vibizmedia,10
10260,10260,klungkung,10
5669,5669,vital,10
26802,26802,lombainovasidaerahnewnormaldiapresiasi,10
1114,1114,berdamaidgncorona,10
11224,11224,bpjskesehatanri,10
7439,7439,po,10
8323,8323,retno,10
2874,2874,ting,10
11840,11840,surya,10
27378,27378,adaptasikebiasanbaru,10
5523,5523,presidium,10
4339,4339,energy,10
5475,5475,gunawan,10
8267,8267,pasien2,10
4344,4344,agustian,10
13668,13668,tolitoli,10
11205,11205,lan,10
13589,13589,kilas,10
3258,3258,tebing,10
14528,14528,239,10
1874,1874,ment,10
5575,5575,purwokerto,10
14720,14720,biayain,10
24176,24176,senam,10
4435,4435,kdrt,10
11106,11106,hijriyah,10
5357,5357,cegahcorona,10
14418,14418,bersamacegahcovid19,10
2914,2914,kemenkumham,10
9951,9951,rdp,10
4149,4149,bulu,10
4141,4141,denysiregar7,10
1981,1981,simorangkir,10
12188,12188,pu,10
4134,4134,dampakviruscorona,10
13115,13115,rasisme,10
10399,10399,berontak,10
1988,1988,hasmiyanto,10
4125,4125,poldadiy,10
1728,1728,edy,10
8394,8394,norak,10
4163,4163,instan,10
3202,3202,finance,10
1912,1912,biro,10
5750,5750,tajuk,10
3283,3283,hotline,10
5687,5687,unik,10
5688,5688,upah,10
22350,22350,haryanta,10
4385,4385,teladan,10
4202,4202,83,10
2829,2829,harun,10
4200,4200,karangasem,10
18975,18975,pelindo,10
10294,10294,nz,10
4391,4391,taktik,10
4186,4186,setengah2,10
7566,7566,mem,10
5367,5367,kapitalis,10
7567,7567,babak,10
2784,2784,jagadiri,10
5136,5136,telah,10
26628,26628,106,10
3805,3805,doktor,10
3795,3795,sad,10
9330,9330,merahputih,10
1330,1330,piutang,10
3781,3781,amatir,10
886,886,belanda,10
12327,12327,bna,10
19889,19889,gtp,10
6503,6503,jantung,10
10689,10689,wasekjen,10
6515,6515,episode,10
7192,7192,helm,10
13919,13919,ibu,10
9273,9273,nadiem,10
29855,29855,surveidari,10
27839,27839,041,10
18242,18242,fitur,10
4929,4929,mutu,10
29854,29854,pleasedoyourmagic,10
29557,29557,607,10
623,623,implikasi,10
27140,27140,rp695,10
10614,10614,lontar,10
6448,6448,testimoni,10
2400,2400,penyeberaran,10
17108,17108,demografi,10
9521,9521,hadeh,10
5051,5051,sdhlah,10
10542,10542,seko,10
4577,4577,tapi,10
2244,2244,sisir,10
8533,8533,surut,10
15401,15401,ak5,10
3125,3125,pedulicovid19,10
934,934,godok,10
2275,2275,raker,10
12120,12120,financial,10
5020,5020,desinfektan,10
11444,11444,043,10
1538,1538,ik,10
4068,4068,bidan,10
1322,1322,stayhome,10
11948,11948,shift,10
9384,9384,perata,10
10608,10608,postur,10
5002,5002,otoriter,10
6437,6437,esa,10
15620,15620,maospati,10
6668,6668,presentasi,10
8097,8097,natural,10
2493,2493,tntng,10
4809,4809,sultan,10
3525,3525,pencil,10
7956,7956,bedah,10
431,431,kurun,10
4736,4736,logodesign,10
4737,4737,art,10
4738,4738,pinterest,10
7904,7904,gin,10
19,19,gambling,10
7906,7906,171,10
13282,13282,let,10
10820,10820,kemari,10
12044,12044,sedikit,10
6937,6937,yani,10
2540,2540,tranportasi,10
4788,4788,pendopo,10
4781,4781,riono,10
3050,3050,provokatif,10
2554,2554,polresekadau,10
3548,3548,didi,10
2561,2561,kode,10
13996,13996,bisakerjatapibong,10
3626,3626,inspirasi,10
4882,4882,rais,10
13253,13253,jtg,10
3458,3458,317,10
4682,4682,konsorsium,10
839,839,kisruh,10
17747,17747,cibeber,10
2437,2437,ebola,10
12843,12843,gampong,10
9073,9073,58,10
3675,3675,nongki,10
10795,10795,upt,10
8635,8635,sendi,10
4702,4702,nularin,10
12831,12831,tekor,10
6794,6794,diagnostic,10
4841,4841,rp405,10
9045,9045,235,10
9019,9019,topnews,10
3492,3492,domino,10
3646,3646,polusi,10
8960,8960,metroharini,10
17790,17790,renang,10
8957,8957,dua,10
7703,7703,poldabengkulu,10
1321,1321,metropolitan,10
6080,6080,kaleng,10
18696,18696,haji2020,10
1249,1249,ahok,10
13441,13441,mslah,10
1646,1646,jangal,10
5199,5199,dek,10
3988,3988,mayor,10
4520,4520,great,10
19965,19965,yaqut,10
2754,2754,resep,10
9631,9631,gapeduli,10
6120,6120,b1,10
7293,7293,stigma,10
7288,7288,sampurasun,10
6144,6144,makar,10
999,999,60rb,10
15222,15222,jogotulungagungastuti,10
7308,7308,markas,10
12167,12167,putra,10
3944,3944,indonesianway,10
15105,15105,bahar,10
24296,24296,3t,10
5275,5275,maling,10
8143,8143,famili,10
18781,18781,eucalyptus,10
5256,5256,end,10
11307,11307,cakap,10
5976,5976,kolom,10
20623,20623,fkub,10
9770,9770,brimobuntukindonesia,10
12181,12181,represif,10
31736,31736,214,10
1239,1239,megapolitan,10
4495,4495,bolak,10
23319,23319,mencegah,10
2070,2070,ketidakbecusan,10
5138,5138,belakang,10
12511,12511,geleng,10
5080,5080,tg,10
26462,26462,pemkabgk,10
10490,10490,dony,10
5090,5090,chusnuichotimah,10
11391,11391,nanti,10
15311,15311,bentur,10
2192,2192,honor,10
7684,7684,opinion,10
970,970,atensi,10
7686,7686,ciputra,10
17607,17607,menitikberatkan,10
10503,10503,merbau,10
1597,1597,langka,10
6218,6218,pm,10
11624,11624,suzan,10
10448,10448,urung,9
7858,7858,semrawut,9
4718,4718,tengarong,9
7614,7614,panjaitan,9
17180,17180,242,9
2961,2961,himbawan,9
12373,12373,fantastis,9
4999,4999,batur,9
19995,19995,kendur,9
12378,12378,vaksincorona,9
10241,10241,tuna,9
21611,21611,demonstrasi,9
5309,5309,gedek,9
4502,4502,rekanaker,9
23955,23955,bansosdiperpanjangsampaidesember,9
4849,4849,manuver,9
19293,19293,balita,9
4447,4447,fpd,9
4851,4851,ngebuat,9
582,582,malut,9
7730,7730,teras,9
11081,11081,rute,9
5251,5251,giveaway,9
7878,7878,ubur,9
8220,8220,indra,9
3199,3199,institute,9
5491,5491,jejak,9
16640,16640,budget,9
7912,7912,kendal,9
1419,1419,smi,9
3172,3172,petingi,9
10811,10811,cium,9
10803,10803,intens,9
20873,20873,papuacintadamai,9
7706,7706,balau,9
10983,10983,begitu,9
14465,14465,barometer,9
4338,4338,protein,9
3168,3168,babinkamtibmas,9
1235,1235,clear,9
11062,11062,tumpuk,9
3044,3044,ap,9
7884,7884,telegram,9
10431,10431,mabuk,9
22384,22384,gajah,9
1677,1677,sarkas,9
4503,4503,dalil,9
16864,16864,petanibekerja,9
8180,8180,surga,9
7685,7685,sjw,9
5411,5411,sandi,9
11018,11018,beber,9
5408,5408,alibi,9
1622,1622,0821,9
10693,10693,pasir,9
22443,22443,721,9
10690,10690,lambung,9
31212,31212,stopenyebaranhtidancorona,9
11035,11035,hj,9
5336,5336,yaelah,9
1191,1191,kemensetnegri,9
14312,14312,ugal,9
14158,14158,selagi,9
7667,7667,pihak2,9
22055,22055,eranewabnormal,9
1267,1267,mala,9
5137,5137,ngeblogdirumah,9
2885,2885,ramadhandirumahaja,9
3006,3006,rampung,9
160,160,deny,9
4620,4620,radikalisme,9
10626,10626,cekik,9
1326,1326,invoice,9
8246,8246,chanel,9
5340,5340,ponorogo,9
24069,24069,wamendesjagablt,9
11132,11132,obat2an,9
10397,10397,rekrut,9
3033,3033,te,9
8181,8181,maya,9
5402,5402,spekulasi,9
23493,23493,kegagalanamiesitunyata,9
13044,13044,senyum,9
7588,7588,mumet,9
8260,8260,i1,9
4688,4688,kenan,9
10786,10786,wibawa,9
10852,10852,selebriti,9
1649,1649,begal,9
1648,1648,tameng,9
630,630,deputi,9
16704,16704,polisidulurkito,9
4676,4676,munafik,9
4389,4389,pipi,9
10863,10863,kamling,9
16711,16711,639,9
4366,4366,satlantas,9
3024,3024,paris,9
21494,21494,rakus,9
5059,5059,self,9
28858,28858,754,9
2896,2896,temanpemilih,9
10709,10709,joke,9
11016,11016,tumpu,9
28063,28063,031,9
8218,8218,dewa,9
3552,3552,tribun,9
5498,5498,yu,9
3368,3368,betul,9
6157,6157,jarwo,9
3949,3949,kanal,9
9607,9607,cahari,9
9585,9585,dewanto,9
2744,2744,redeb,9
12683,12683,rutinitas,9
8502,8502,jpn,9
16257,16257,buly,9
7259,7259,teweh,9
12129,12129,figure,9
9525,9525,drun,9
3888,3888,fair,9
25925,25925,penangnan,9
8526,8526,kebut,9
2240,2240,pidato,9
18471,18471,tan,9
2710,2710,ine,9
29445,29445,576,9
25926,25926,juhar,9
6339,6339,kelar,9
18450,18450,asistensi,9
6364,6364,milenial,9
6385,6385,ylki,9
504,504,best,9
22247,22247,203,9
6444,6444,kluyuran,9
6465,6465,paripurna,9
24402,24402,papuanlivesmater,9
2131,2131,rel,9
3799,3799,gejolak,9
15203,15203,diumumin,9
5889,5889,gemar,9
24288,24288,892,9
13163,13163,takluk,9
14993,14993,326,9
4076,4076,sampean,9
5944,5944,miui,9
5947,5947,praja,9
27465,27465,manduamas,9
3337,3337,130,9
29309,29309,027,9
17533,17533,harikebangkitanasional,9
9756,9756,progam,9
11914,11914,vivanews,9
9722,9722,kombes,9
7325,7325,suku,9
2773,2773,israel,9
13468,13468,outlet,9
6048,6048,kring,9
4006,4006,negoro,9
21303,21303,sobandi,9
25911,25911,017,9
9681,9681,ntmclantaspolri,9
12156,12156,proalkesdalamnegeri,9
18694,18694,perlindunganumkm,9
11636,11636,angka2,9
7297,7297,mensuport,9
6079,6079,sobwas,9
26347,26347,857,9
15538,15538,validnih,9
9874,9874,alamin,9
6674,6674,bunyi,9
3705,3705,rumit,9
2419,2419,mengatasnamakan,9
6684,6684,sekarat,9
16180,16180,r0,9
15698,15698,san,9
9107,9107,mutasi,9
11570,11570,realy,9
3478,3478,karakter,9
6772,6772,displin,9
8644,8644,jidat,9
6789,6789,iriansyah,9
6821,6821,alat2,9
6824,6824,sepatu,9
15830,15830,cnidnewshour,9
2610,2610,statistics,9
8719,8719,nyalahno,9
26109,26109,bagas,9
12053,12053,dolan,9
15974,15974,endorse,9
3579,3579,nurdin,9
8809,8809,service,9
3539,3539,cuap,9
3569,3569,distance,9
8805,8805,oceh,9
16038,16038,lindungiparamedis,9
6974,6974,koe,9
803,803,skrinews,9
11572,11572,syuting,9
867,867,tsel,9
382,382,otonomi,9
9228,9228,uh,9
7217,7217,nyala,9
9312,9312,red,9
3780,3780,gimick,9
2329,2329,cela,9
17651,17651,karena,9
3773,3773,know,9
24599,24599,406,9
9298,9298,hasut,9
3767,3767,their,9
388,388,mis,9
16211,16211,struktural,9
2348,2348,yen,9
13234,13234,latar,9
3757,3757,indon,9
6537,6537,ogah,9
11469,11469,mes,9
12090,12090,cacat,9
392,392,kas,9
2362,2362,gigi,9
15602,15602,ytc,9
21179,21179,zealand,9
7162,7162,pahala,9
2676,2676,katis,9
3450,3450,buk,9
16198,16198,generalisasi,9
869,869,ponsel,9
16197,16197,hnw,9
8451,8451,ning,9
14865,14865,mil,9
12614,12614,doabersama14mei,9
1971,1971,susanto,9
1087,1087,kredibel,9
12251,12251,angin,9
4267,4267,395,9
18907,18907,abdulgani,9
4165,4165,samsat,9
802,802,sediakala,9
5772,5772,bapa,9
8375,8375,humaspoldajabar,9
12597,12597,mgtplay,9
30886,30886,suspek,9
14630,14630,kuda,9
1980,1980,hengky,9
11873,11873,regulator,9
4130,4130,tafsir,9
9921,9921,terna,9
4126,4126,poldajogja,9
11204,11204,tumbal,9
1990,1990,can,9
11707,11707,setan,9
2824,2824,ngabuburit,9
1090,1090,gali,9
16461,16461,imamunandar,9
4196,4196,62today,9
7415,7415,desease,9
7420,7420,silang,9
14818,14818,kompetensi,9
8347,8347,skil,9
1937,1937,janda,9
10024,10024,manufaktur,9
5689,5689,hata,9
11249,11249,melek,9
7399,7399,sahabatpmk,9
10053,10053,hajar,9
2839,2839,wonogiri,9
10084,10084,cucitanganpakaisabun,9
4233,4233,boming,9
8361,8361,kroni,9
5746,5746,dau,9
4239,4239,validasi,9
20173,20173,suket,9
2828,2828,refly,9
12611,12611,apindo,9
24275,24275,pilkada2020,9
8279,8279,wastafel,9
3315,3315,barangkali,9
5510,5510,masyakarat,9
5856,5856,hnurwahid,9
19134,19134,aminulah,9
11252,11252,nyembuhin,9
12982,12982,ganja,9
25226,25226,sinergitasbumnpangan,9
21373,21373,686,9
14923,14923,standart,9
4299,4299,rincianya,9
2008,2008,gonta,9
5423,5423,2f,8
10809,10809,gakan,8
15601,15601,huft,8
12536,12536,pematang,8
10093,10093,rekam,8
9252,9252,lidi,8
6627,6627,kingdom,8
6670,6670,jurnal,8
15612,15612,barbar,8
8595,8595,biadab,8
8590,8590,rubah,8
19029,19029,simpati,8
10116,10116,pakis,8
5636,5636,undi,8
28058,28058,prospek,8
12943,12943,konstruksi,8
5656,5656,parsial,8
15615,15615,buntu,8
10730,10730,bagai,8
10733,10733,nafsu,8
8046,8046,raga,8
14523,14523,351,8
10807,10807,919,8
8286,8286,stayhealthy,8
19802,19802,cileungsi,8
14713,14713,reproduksi,8
6604,6604,wp,8
12232,12232,pojk,8
7914,7914,kantong,8
13897,13897,reskarangasem,8
16552,16552,tfric,8
12797,12797,kecgenteng,8
8777,8777,kadal,8
7206,7206,bintan,8
4769,4769,biak,8
7777,7777,61,8
7204,7204,astaga,8
12938,12938,parlemen,8
26050,26050,output,8
27842,27842,gubernurjawatimur,8
14127,14127,rusa,8
10025,10025,rerie,8
11118,11118,tribunkaltim,8
4955,4955,japan,8
10040,10040,merana,8
7433,7433,musala,8
26055,26055,usap,8
7184,7184,segel,8
13968,13968,jatimpemprov,8
24896,24896,berisik,8
11478,11478,healthy,8
6954,6954,sukamara,8
7484,7484,ahad,8
13238,13238,banyuasin,8
28057,28057,berkomiten,8
6802,6802,864,8
8665,8665,tribunewswiki,8
6991,6991,amil,8
24105,24105,rski,8
8872,8872,lebay,8
23599,23599,racist,8
8884,8884,sandiuno,8
15874,15874,cofe,8
8980,8980,rak,8
16872,16872,simple,8
7072,7072,situbondo,8
4815,4815,krusial,8
6854,6854,penjuru,8
6905,6905,domisili,8
24953,24953,screnshot,8
14594,14594,rban,8
8936,8936,publish,8
7050,7050,minkeu,8
7867,7867,349,8
13596,13596,bingkis,8
16876,16876,kristen,8
24846,24846,609,8
11562,11562,repatriasi,8
4807,4807,spkt,8
12829,12829,mengakomodir,8
14030,14030,iran,8
8918,8918,698,8
15764,15764,lengser,8
11982,11982,jengah,8
16096,16096,stayfitforlife,8
14636,14636,silau,8
29135,29135,curanmor,8
12517,12517,pagar,8
12779,12779,covi,8
14584,14584,kodam,8
16181,16181,outbreak,8
14038,14038,coronavirusindonesia,8
6687,6687,bajing,8
6982,6982,premium,8
4792,4792,kriminalitas,8
8828,8828,supari,8
29134,29134,curas,8
11494,11494,standard,8
5590,5590,im,8
10841,10841,donald,8
8328,8328,pts,8
6726,6726,wele,8
13287,13287,medang,8
15729,15729,jery,8
27427,27427,bunaken,8
19761,19761,abadi,8
11223,11223,jeng,8
6491,6491,jancuk,8
4854,4854,anas,8
7539,7539,90va,8
11860,11860,huda,8
25975,25975,mnc,8
27952,27952,radiosmartfm,8
6767,6767,sabang,8
16227,16227,diangep,8
8563,8563,chat,8
5830,5830,kumulatif,8
10471,10471,meleset,8
5190,5190,should,8
10470,10470,terjemah,8
9650,9650,ultra,8
9651,9651,umi,8
12675,12675,gema,8
18695,18695,kumham13,8
9717,9717,esemka,8
14384,14384,bersamamelawancorona,8
5835,5835,narapidana,8
10455,10455,rekrutmen,8
11353,11353,boros,8
9714,9714,sia,8
9915,9915,mayday,8
18854,18854,kontraksi,8
10476,10476,bireuen,8
14878,14878,astra,8
18686,18686,pi,8
16411,16411,baksos,8
6131,6131,gais,8
5167,5167,seberang,8
5162,5162,kolega,8
9947,9947,duli,8
14876,14876,edan,8
16673,16673,gadang,8
14307,14307,pantang,8
6167,6167,mangan,8
6171,6171,disiplincegahcorona,8
11633,11633,tebak,8
12366,12366,semua,8
18899,18899,likeforlikes,8
24273,24273,marinir,8
5850,5850,harmonis,8
26742,26742,suportnipolriutknakes,8
13777,13777,sumbawa,8
12502,12502,ketidakjelasan,8
17516,17516,adaptif,8
11276,11276,mahkamah,8
5938,5938,tokopedia,8
13504,13504,linga,8
15018,15018,khotbah,8
9831,9831,kompor,8
9727,9727,bersatumelawancovid19,8
11280,11280,primer,8
11085,11085,ekspresi,8
13161,13161,malaikat,8
13138,13138,zone,8
11070,11070,hidayat,8
5883,5883,umar,8
8138,8138,kejam,8
13780,13780,139,8
12622,12622,swis,8
5979,5979,nik,8
11650,11650,urut,8
8423,8423,tpu,8
25127,25127,935,8
15059,15059,inspeksi,8
11321,11321,dic,8
17216,17216,kocak,8
13473,13473,kampret,8
8132,8132,sekadau,8
10408,10408,seok,8
18750,18750,ejek,8
6008,6008,mergo,8
14348,14348,djpbnkemenkeuri,8
12477,12477,horas,8
8109,8109,kurung,8
30389,30389,987,8
29403,29403,812,8
30717,30717,iduladha,8
8539,8539,ned,8
9980,9980,ac,8
10600,10600,jari,8
8095,8095,keno,8
12883,12883,lang,8
8535,8535,mandeg,8
10930,10930,jemur,8
15285,15285,garap,8
5028,5028,lubuk,8
15403,15403,musirawasehat,8
5734,5734,benda,8
7394,7394,kelapa,8
5036,5036,difabel,8
6329,6329,pingir,8
15455,15455,mal2,8
7225,7225,manajer,8
13360,13360,84,8
5013,5013,ngandelin,8
9990,9990,umrah,8
5007,5007,bendosari,8
9399,9399,186,8
9866,9866,apes,8
6432,6432,beacukairi,8
5725,5725,son,8
7744,7744,kominfodiy,8
6461,6461,sombong,8
9359,9359,bengkel,8
4993,4993,estimasi,8
15515,15515,gerbong,8
25946,25946,tba,8
9333,9333,steril,8
5041,5041,padal,8
10945,10945,mungut,8
15400,15400,arsipdiskan,8
9522,9522,minahasa,8
8192,8192,menghadang,8
8098,8098,kiler,8
11172,11172,z,8
9954,9954,mustahil,8
12893,12893,korpri,8
30397,30397,301,8
14299,14299,ngijinin,8
7253,7253,178,8
6267,6267,odedmd,8
10501,10501,efisien,8
26461,26461,karangmojo,8
11015,11015,masyrkt,8
6276,6276,tikar,8
9524,9524,hariburuh,8
13814,13814,aparategaslarangmudik,8
15397,15397,okp,8
24225,24225,imunisasi,8
13392,13392,genap,8
10997,10997,papan,8
15350,15350,keritik,8
18506,18506,bersin,8
9494,9494,php,8
7392,7392,jahe,8
10967,10967,saudari,8
25733,25733,baktipolriuntuksesama,8
14453,14453,kredibilitas,8
7575,7575,ngeprank,8
12312,12312,cat,8
14238,14238,obligasi,8
6324,6324,beritabaruco,8
11394,11394,narasinewsrom,8
6182,6182,monwealth,8
3900,3900,hong,8
23410,23410,upos,8
476,476,radioelshinta,8
2697,2697,humasaceh,8
3481,3481,eror,8
22344,22344,struktur,8
4271,4271,solution,8
3483,3483,budak,8
4269,4269,prasetiyani,8
19858,19858,judi,8
3635,3635,first,8
3143,3143,topang,8
1272,1272,kramat,8
3409,3409,indogrosir,8
1875,1875,sumarecon,8
2483,2483,toyota,8
1193,1193,bpkemenkeu,8
2111,2111,mardanialisera,8
3387,3387,kafir,8
4559,4559,sera,8
4416,4416,emil,8
4345,4345,polreskuburayabersinar,8
2727,2727,ayoikutiaturan,8
1776,1776,load,8
3165,3165,wonorejo,8
1982,1982,sls,8
333,333,yatim,8
2155,2155,literasi,8
3850,3850,ratu,8
21290,21290,kebohonganbaru,8
4592,4592,urban,8
2970,2970,senator,8
2764,2764,saiful,8
3459,3459,895,8
4316,4316,siklus,8
3455,3455,gemilang,8
2159,2159,gb,8
342,342,soal,8
22792,22792,karhutla,8
3827,3827,lapo,8
4301,4301,210,8
4015,4015,supir,8
20274,20274,678,8
281,281,ambisi,8
1852,1852,sirna,8
4569,4569,piknik,8
22787,22787,karno,8
480,480,almarhum,8
1729,1729,mulyadi,8
3106,3106,semena,8
3588,3588,satlantasreskediri,8
21804,21804,mojolaban,8
3807,3807,bon,8
3433,3433,hongkong,8
2664,2664,cik,8
564,564,gudang,8
3976,3976,budayanusantara,8
3621,3621,muluk,8
4281,4281,bersatulawancovid,8
1532,1532,dispensasi,8
3023,3023,hotman,8
1834,1834,research,8
4555,4555,wetan,8
4483,4483,sdgs,8
22176,22176,mafia,8
3542,3542,sentani,8
3230,3230,faedah,8
23446,23446,ponidi,8
21593,21593,brimobda,8
2903,2903,war,8
20439,20439,kbm,8
2257,2257,kasar,8
3883,3883,tempe,8
3728,3728,batubara,8
3727,3727,juliari,8
2328,2328,ambang,8
4611,4611,brebes,8
3244,3244,singkir,8
22651,22651,479,8
21624,21624,473,8
2556,2556,sekadaulawancorona,8
21633,21633,ngadi,8
2527,2527,dibolehin,8
4754,4754,kerjasamanya,8
1456,1456,tera,8
4194,4194,start,8
1799,1799,juwiring,8
233,233,wanea,8
31496,31496,bansoskemensosuntukwargabetawi,8
4380,4380,musisi,8
31494,31494,fbr,8
4390,4390,rona,8
2873,2873,367,8
2367,2367,ngebuka,8
2465,2465,salapian,8
2567,2567,urai,8
390,390,friends,8
4243,4243,kotawaringin,8
1297,1297,lesat,8
1642,1642,parepare,8
3366,3366,halu,8
4398,4398,spesialis,8
3352,3352,basi,8
3941,3941,kulon,8
592,592,renung,8
1945,1945,puisi,8
2572,2572,bersatulawancorona,8
31639,31639,350jt,8
4246,4246,eijkman,8
3928,3928,konawe,8
4119,4119,intel,8
22364,22364,418,8
3064,3064,indonesiagaruda,8
16064,16064,bun,7
3890,3890,teng,7
10782,10782,rekap,7
26040,26040,newnormalnewspirit,7
16122,16122,confirm,7
12962,12962,inkonsisten,7
26000,26000,kem,7
20360,20360,melaunching,7
11887,11887,pahit,7
10781,10781,sial,7
12950,12950,copy,7
6349,6349,junjung,7
5370,5370,msy,7
8686,8686,jarah,7
11857,11857,covidiot,7
6298,6298,gubris,7
318,318,curve,7
9805,9805,kalimaya,7
13763,13763,tirtoid,7
20019,20019,hrt,7
4403,4403,nular,7
2033,2033,dedi,7
4420,4420,jeung,7
5387,5387,notifikasi,7
2569,2569,wit,7
11094,11094,bkf,7
5386,5386,bjb,7
9803,9803,492,7
8699,8699,292,7
13723,13723,isyarat,7
18499,18499,e10s,7
10770,10770,490,7
11449,11449,scan,7
5325,5325,pemkotsmg,7
9981,9981,bpjamsostek,7
22034,22034,lebong,7
8425,8425,poldapapuapromoter,7
16343,16343,gamblang,7
28864,28864,tundaruhip,7
19396,19396,082,7
12550,12550,pandemicorona,7
11791,11791,plosoklaten,7
14854,14854,angel,7
12228,12228,adem,7
25883,25883,elshintaedisipagi,7
12220,12220,briefing,7
30643,30643,permudahinvestasierapandemi,7
14110,14110,jilat,7
6561,6561,humanis,7
13024,13024,praktisi,7
3753,3753,mogok,7
8420,8420,ditest,7
5207,5207,latah,7
5243,5243,etis,7
13047,13047,1419,7
29179,29179,karsa,7
4530,4530,rapi,7
8269,8269,cikarang,7
16521,16521,petang,7
3699,3699,koperatif,7
3708,3708,tatin,7
8320,8320,jemat,7
8329,8329,gulung,7
2815,2815,angkring,7
5182,5182,tanjak,7
1928,1928,gugustugas,7
10022,10022,paul,7
8349,8349,swedia,7
13036,13036,pemkotmalang,7
13588,13588,brimo,7
6630,6630,ketapang,7
1962,1962,singkawang,7
4485,4485,pademangan,7
8671,8671,lena,7
6438,6438,poldakalbar,7
2668,2668,ekor,7
2666,2666,gelut,7
270,270,punah,7
8600,8600,sales,7
6454,6454,ditjenpajakri,7
9870,9870,dewi,7
12986,12986,antek,7
