,Word,Count
7993,probolingo,14
7994,mesan,2
7995,12ajweb951b,1
7996,kabarnyapembelian,1
7997,ota,1
7998,pegipegi,1
7999,imho,4
8000,sbnrya,1
8001,jbu,1
8002,pertamax,2
8003,cucitangandengansabun,1
8004,ptgs,1
8005,dlapngn,1
8006,berlbhn,1
8007,mengntpasi,1
8008,bersngktn,1
8009,melksnakn,1
8010,anjurn,1
8011,prosudur,2
8012,anjrn,1
8013,dantspsi,1
8014,pendtng,1
8015,dbandar,1
8016,dpelbhn,1
8017,dpekrjkn,1
8018,pershan,1
8019,tmbng,1
8020,dlakukn,2
8021,sweping,2
8022,ignya,1
8023,ngab,5
8024,petakilan,1
8025,nmg,1
8026,body,13
8027,ramdhan,1
8028,demokratpeduliberbagi,1
8029,bmisantunpeduli,2
8030,laporezeki,1
8031,santun,21
8032,tuyul,1
8033,kalaopun,1
8034,omnibuslawuntukrakyat,11
8035,ciptakerproburuh,2
8036,susah2,4
8037,danmereka,1
8038,atribut,2
8039,ngegaji,1
8040,jayabaya,1
8041,membludaknya,3
8042,prasetia,1
8043,fauzani,1
8044,zk,1
8045,sangah,2
8046,raga,8
8047,dalam,65
8048,max,4
8049,pdb,25
8050,sendat,4
8051,bumerang,4
8052,insentifpajak,12
8053,thoughtfulindonesia,1
8054,bersamajagaindonesia,1
8055,though,7
8056,mpud,3
8057,absen,5
8058,wadai,1
8059,revolusihentikanjkw,3
8060,pain,5
8061,breach,1
8062,awarenes,15
8063,enteng,27
8064,puter,15
8065,gasing,1
8066,pengunguman,3
8067,cobk,1
8068,vangke,2
8069,indoalkes,3
8070,satgascovid,1
8071,satgaslawancovid,1
8072,rambut,2
8073,lulusjalurcorona,4
8074,bangodua,1
8075,tukdana,1
8076,mendptkan,7
8077,privilage,1
8078,unicef,6
8079,reuter,1
8080,inituh,1
8081,itikad,2
8082,kalibiar,1
8083,euro,4
8084,kluster,15
8085,ramadhanditvone,7
8086,gmanalah,1
8087,crew,4
8088,kutasari,2
8089,kukuh,6
8090,awang,2
8091,bd,1
8092,direkodkan,4
8093,arif,17
8094,ragam,4
8095,keno,8
8096,mengko,3
8097,natural,10
8098,kiler,8
8099,nyalahke,7
8100,jarene,2
8101,teledor,3
8102,soko,5
8103,sep,2
8104,bni46,2
8105,bniberbagi,12
8106,pilkina,1
8107,nusasatu,1
8108,susu,16
8109,kurung,8
8110,evan,1
8111,ledak,46
8112,tolaktkacina,1
8113,usum,3
8114,jagongan,2
8115,rumahsakit,6
8116,mbludak,3
8117,pacan,1
8118,bacote,1
8119,rung,3
8120,nyanding,2
8121,hare,2
8122,nurulkjo1,1
8123,marang,2
8124,ras,2
8125,sabtu,202
8126,2029,1
8127,protokolkesehatan,15
8128,inews,6
8129,infony,1
8130,kryawan,1
8131,notabene,14
8132,sekadau,8
8133,masdar,1
8134,workshop,2
8135,pada,30
8136,ampat,2
8137,spirit,5
8138,kejam,8
8139,cemohan,1
8140,rmi,3
8141,infokom,1
8142,arfandi,1
8143,famili,10
8144,istanbul,2
8145,piturki,1
8146,muhidin,1
8147,ewuh,1
8148,ubun2ntindakan,1
8149,pecebaran,1
8150,mp4,1
8151,seyegan,18
8152,suhananto,2
8153,watukarung,1
8154,aeq5,1
8155,rule,3
8156,pause,2
8157,hold,2
8158,ata,6
8159,eva,4
8160,suriah,2
8161,moderat,2
8162,hujan,15
8163,asad,1
8164,terkabulsudah,1
8165,lestari,19
8166,moerdijat,16
8167,ren,2
8168,caution,1
8169,afiliasi,1
8170,cre,1
8171,kondektur,1
8172,1840705851,1
8173,ve,16
8174,liter,5
8175,balo,2
8176,giritok306,1
8177,indihome,21
8178,sex,5
8179,epidemic,2
8180,surga,9
8181,maya,9
8182,sitir,2
8183,hadis,2
8184,jluntrun,1
8185,sowax,1
8186,pius,2
8187,covidmas,1
8188,jaman,33
8189,game,14
8190,fix,17
8191,pajang,4
8192,menghadang,8
8193,jejaring,2
8194,confirmed,4
8195,10an,3
8196,framing,7
8197,imported,1
8198,persentase,17
8199,bambangyugopamungkas,1
8200,infopolisisukoharjo,2
8201,sukoharjobersatulawancovid19,2
8202,langsa,2
8203,california,4
8204,wedhus,2
8205,tandurane,1
8206,bert,2
8207,manteman,2
8208,selu,1
8209,rate,25
8210,250k,1
8211,30k,4
8212,stagnan,3
8213,pantai,43
8214,mutih,2
8215,foruma,1
8216,beritajabar,5
8217,fokusjabar,5
8218,dewa,9
8219,made,6
8220,indra,9
8221,misquin,1
8222,kebodohanapaygkaulakukan,1
8223,taiklupertamina,2
8224,ketidakpuasan,4
8225,sumpah,39
8226,lembang,2
8227,teh,15
8228,don,13
8229,want,2
8230,garden,2
8231,mp,5
8232,afrika,5
8233,venderung,1
8234,halmahera,2
8235,hardiknas,7
8236,seram,25
8237,tenangdanwaspada,1
8238,covidnya,18
8239,cuil,6
8240,barabai,1
8241,masyrkat,3
8242,intai,5
8243,rasan2,1
8244,faridgaban,2
8245,murtadhoib,1
8246,chanel,9
8247,nouna,1
8248,jesica94,1
8249,ambruk,16
8250,unk,11
8251,bandul,1
8252,ayun,3
8253,gasolin,1
8254,kejap,2
8255,djahudin,2
8256,transformasipln,6
8257,stimuluscovid19,6
8258,plnatasicorona,16
8259,listrikgratis,11
8260,i1,9
8261,mbuka,3
8262,ruris,1
8263,sinfo,6
8264,rakernasipan,1
8265,tompi,3
8266,ro,5
8267,pasien2,10
8268,positip,11
8269,cikarang,7
8270,segitiga,2
8271,emas,17
8272,sangon,1
8273,pasif,3
8274,16forhumanity,1
8275,suarasidoarjo,11
8276,jurnalwarga,3
8277,baraya,1
8278,triple,3
8279,wastafel,9
8280,hand,34
8281,sanitazer,1
8282,chaterine,1
8283,elkornhury,1
8284,tidakmudiklebaran,1
8285,pakaimaskerkain,1
8286,stayhealthy,8
8287,base,1
8288,opsketupatkalimaya2020,2
8289,opsamanusa2,3
8290,opsamanusa2kalimaya2020,2
8291,sc,3
8292,rakernas,2
8293,vivayogamauladi,1
8294,zul,6
8295,habinsaran,1
8296,minyakales,1
8297,dlm,1
8298,lokdonsapa,1
8299,kadruners,1
8300,eng,2
8301,ing,5
8302,pertaminaorang,1
8303,siy,3
8304,balance,5
8305,sua,1
8306,jelek,39
8307,perlaham,1
8308,walaupum,1
8309,timpa,12
8310,19sembarangan,1
8311,yahudi,4
8312,kumbang,1
8313,element,6
8314,bilray2019,4
8315,3taun,1
8316,fatwa,37
8317,jke,1
8318,kuntadhi,1
8319,sianjing,1
8320,jemat,7
8321,bethel,1
8322,serial,3
8323,retno,10
8324,widiastuti,1
8325,join,6
8326,kabarsleman,3
8327,ampaz,1
8328,pts,8
8329,gulung,7
8330,af,2
8331,pwertamina,1
8332,sobatpaskot,1
8333,lancarpuasa,1
8334,ramadhanya,1
8335,mengantipasi,1
8336,alun,28
8337,sosok,18
8338,piruk,1
8339,infeks,1
8340,asalam,3
8341,mualaikum,2
8342,soediono,1
8343,batik,4
8344,sukowono,1
8345,jbr,3
8346,oemerintah,1
8347,skil,9
8348,maslahat,11
8349,swedia,7
8350,skadinavia,1
8351,warahmatulahi,3
8352,swastiastu,1
8353,2015,1
8354,outlok,5
8355,462,2
8356,prakira,1
8357,ikp,2
8358,muktiyo,1
8359,abuan,6
8360,senjang,6
8361,kroni,9
8362,penyaluranya,1
8363,pejabtnya,1
8364,wbh,2
8365,tiarap,2
8366,totalitas,2
8367,towing,1
8368,kelabu,3
8369,cozmed,1
8370,arogan,3
8371,deklarasi,3
8372,jabur,2
8373,dalwm,1
8374,humaspolrescianjur,2
8375,humaspoldajabar,9
8376,satbinmaspolrescianjur,2
8377,polsekpacet,2
8378,marhabanramadhan,1
8379,kcu,1
8380,otda,2
8381,graduation,1
8382,gabanyak,1
8383,peg,2
8384,andre,3
8385,pendapatnyalow,1
8386,konsultasimedisonline,1
8387,sobatpusri,1
8388,disuratin,1
8389,rambat,11
8390,mrpkan,1
8391,dardak,4
8392,provin,2
8393,meraiakan,1
8394,norak,10
8395,provonsi,1
8396,kelalain,1
8397,naung,5
8398,tidore,5
8399,rum,1
8400,ome,1
8401,toloa,1
8402,indekos,5
8403,restoku,1
8404,thpd,1
8405,alor,1
8406,lapago,1
8407,recadio,1
8408,pro2wamena,1
8409,nirmeke,1
8410,risma,30
8411,ketidakpastian,15
8412,kanigoronewsline,6
8413,hardiknas2020,3
8414,mhimbau,1
8415,sebaiky,1
8416,dberikan,3
8417,beritapusri,1
8418,lebihkuatlebihsehat,1
8419,infected,3
8420,ditest,7
8421,gayakin,4
8422,dimakamin,2
8423,tpu,8
8424,doangdengar,1
8425,poldapapuapromoter,7
8426,kenah,1
8427,surulah,1
8428,sip,4
8429,acbaidowi,5
8430,pamer,15
8431,mikirn,2
8432,benaf,2
8433,pertaminasiagacovid19,2
8434,ujungbulu,1
8435,bulukumba,2
8436,ujgbulu,1
8437,sanksirakyat,1
8438,ampalu,1
8439,humaspolresijunjung,1
8440,padurenan,1
8441,penguburuan,1
8442,pensikapan,1
8443,aktifselagi,1
8444,rahmayadiedy,4
8445,dap,1
8446,taspenandalmelayani,1
8447,tije,2
8448,tijetangapcorona,1
8449,peco,2
8450,kuncine,1
8451,ning,9
8452,numbuhin,1
8453,bucara,1
8454,mules,1
8455,sempit,19
8456,adakan,19
8457,mushala,3
8458,syakwasangka,1
8459,mazhab,1
8460,trpapar,1
8461,dokter2an,1
8462,yuyur,1
8463,lonjong,1
8464,bengkok,1
8465,kelon,1
8466,r1m,6
8467,fikrifaqih,1
8468,asese,1
8469,keramik,1
8470,reflyhz,4
8471,keparat,4
8472,kangen,24
8473,ngelirik,1
8474,juling,1
8475,keliling,30
8476,dak,17
8477,beritasangau,1
8478,ngoyok,2
8479,cash,4
8480,awasin,2
8481,shopers,2
8482,sutera,3
8483,animasi,1
8484,once,3
8485,upon,1
8486,olok,12
8487,tekait,3
8488,ohgtu,1
8489,sbrp,2
8490,provokator,14
8491,dandim,11
8492,1408,3
8493,kol,3
8494,andriyanto,3
8495,taniran,1
8496,rada,2
8497,tipe,13
8498,alasanya,6
8499,inalilahi,7
8500,ilaihi,6
8501,rojiun,7
8502,jpn,9
8503,cikande,4
8504,kepatuhan,1
8505,tarumanegara,1
8506,atma,1
8507,sukabumi,23
8508,jabartangapcovid19,4
8509,kemenpora,7
8510,sobatpora,2
8511,inisob,1
8512,terumata,1
8513,lavontangerang,1
8514,lavoncares,1
8515,cegahviruscorona,3
8516,terapi,16
8517,alshad,1
8518,ngejelasin,3
8519,kutaraja,13
8520,pangaturan,3
8521,diuntungin,1
8522,platform,26
8523,langkan,2
8524,covit19,1
8525,binanya,2
8526,kebut,9
8527,coronavirusupdate,3
8528,infopengawasan,3
8529,migrasi,3
8530,50k,12
8531,kapabilitas,3
8532,homeles,1
8533,surut,10
8534,bondong,34
8535,mandeg,8
8536,sehatka,1
8537,institut,6
8538,purnama,1
8539,ned,8
8540,legislasi,7
8541,riwayat,12
8542,puskes,2
8543,bhabinkamtipmas,1
8544,nurkholis,1
8545,permisi,6
8546,empiris,1
8547,berbedaplease,1
8548,asumsi,30
8549,lensaberita,1
8550,arsipkompas,1
8551,menindahkan,1
8552,milad8pemusamuh,1
8553,poldabali,1
8554,multimediapoldabali,1
8555,saya,3
8556,lamong,1
8557,masyararakat,1
8558,bsmi,2
8559,genteng,5
8560,amir,4
8561,nyangkokot,1
8562,chit,1
8563,chat,8
8564,simtomatis,1
8565,antibiotics,1
8566,hore,5
8567,atulah,3
8568,sepelelur,1
8569,kaincarvilers,1
8570,carvil,1
8571,pakecarvil,1
8572,carviltetapyangterbaik,1
8573,terkonfrimasi,1
8574,tdj,1
8575,karangharja,2
8576,neglasari,1
8577,pagelaran,1
8578,mengala,4
8579,siskamling,5
8580,prasarana,17
8581,konten2nya,1
8582,margoluwih,23
8583,heri,16
8584,portal,32
8585,klaci,3
8586,tirtajaya,1
8587,balaidesa,1
8588,hamzah,3
8589,takim,1
8590,rubah,8
8591,kasianpara,1
8592,iri,22
8593,sans,4
8594,ruf,31
8595,biadab,8
8596,mumutus,2
8597,manja,4
8598,uncang,2
8599,sukasari,6
8600,sales,7
8601,gundah,3
8602,sumento,1
8603,lockdwon,2
8604,bertele2,1
8605,sangat,2
8606,waduh,2
8607,distancingsocialy,1
8608,tetapsehat,3
8609,corinavirus,1
8610,pecat,21
8611,belas,15
8612,heboh,22
8613,virusbingung,1
8614,natour,1
8615,anda2,5
8616,sadartuhan,1
8617,nyiyiri,1
8618,sirik,5
8619,pendapt,2
8620,memanasi2,1
8621,dicontohin,1
8622,mgp,1
8623,demik,2
8624,drastik,1
8625,dihisap,1
8626,transprant,1
8627,kandidat,13
8628,epyardi,1
8629,asda,1
8630,indeksn,2
8631,ternak,13
8632,telur,14
8633,omset,3
8634,902,2
8635,sendi,10
8636,penhasilan,1
8637,bagimana,3
8638,front,21
8639,garam,6
8640,tradisi,23
8641,pimpim,1
8642,ijazah,2
8643,tepok,1
8644,jidat,9
8645,muaradua,3
8646,oku,5
8647,pemaca,1
8648,bangetpemerintah,2
8649,kerjar,1
8650,smartfren,5
8651,konon,7
8652,sphinx,1
8653,kuotantiwaswas,1
8654,mngurangi,2
8655,sai,2
8656,kogistik,1
8657,melaksankan,6
8658,dahsyat,7
8659,bah,12
8660,sunyi,2
8661,sterilisasi,12
8662,yaser,1
8663,hamidy,1
8664,balikpapan,47
8665,tribunewswiki,8
8666,dipermasalahin,3
8667,diksi,13
8668,herbavid19,2
8669,melki,1
8670,laka,4
8671,lena,7
8672,farmasi,24
8673,jubidot,2
8674,cakiminow,15
8675,emhasanudin,4
8676,jaynusantara,1
8677,irawatyumar,1
8678,alirahmanwahid1,1
8679,alexander,1
8680,aldo,1
8681,domba,14
8682,gonis,1
8683,tekam,1
8684,mnylmtkan,1
8685,jmlhnya,3
8686,jarah,7
8687,marhabanyaramadhan141h,1
8688,selamatharipendidikanasional2020,1
8689,sekutu,4
8690,sky,2
8691,shari,2
8692,markson,1
8693,genetik,3
8694,kenal,83
8695,loc,1
8696,polingona,1
8697,watubanga,1
8698,mengritik,4
8699,292,7
8700,843,14
8701,51,31
8702,licik,2
8703,tabiat,3
8704,rwzim,1
8705,beliua,1
8706,berbenah2,1
8707,bambangsoesatyo,1
8708,pilcaleg,1
8709,sembakonya,2
8710,salahsayapa,3
8711,infotapisberseri,5
8712,hermanhn,2
8713,bandarlampungcekalcorona,2
8714,barusan,20
8715,selisih,4
8716,dikonkon,1
8717,engko,4
8718,ekonomine,1
8719,nyalahno,9
8720,demit,1
8721,lepangan,1
8722,sendana,2
8723,majene,4
8724,pompanisasi,1
8725,monetary,3
8726,sentral,14
8727,buyback,2
8728,hijriah,29
8729,malamingu,4
8730,ride,1
8731,diatur2,2
8732,tarigan,4
8733,jixian,1
8734,1209am,1
8735,182,5
8736,persija,3
8737,kpe,2
8738,germas,5
8739,refokusing,3
8740,205,3
8741,sexara,1
8742,kesiapsiagan,6
8743,centre,4
8744,gapakainya,1
8745,pemerintahstay,2
8746,iloveaceh,2
8747,johanpahlawan,1
8748,rezaidria,1
8749,zulkifl9869590,1
8750,azhariaiy,1
8751,kmpan,1
8752,pokle,1
8753,zainal,3
8754,abidin,4
8755,nangroe,4
8756,073,1
8757,views,1
8758,mresahkan,1
8759,mnagih,1
8760,benca,1
8761,homcredit,1
8762,responden,14
8763,karantinawilayah,1
8764,omnibuslaw,19
8765,sampain,1
8766,mand,4
8767,pemulasaran,6
8768,bersatuhadangcorona,4
8769,65,26
8770,831,6
8771,belaka,15
8772,realitas,16
8773,panyebaran,1
8774,itumin,1
8775,ketap,1
8776,kebijakan,4
8777,kadal,8
8778,dengkul,5
8779,pikirjokowi,1
8780,tanganya,1
8781,viarkan,1
8782,lio,1
8783,petrotekno,2
8784,bintuni,6
8785,bersamamembangunbangsa,2
8786,luka,22
8787,empaty,1
8788,somehow,4
8789,huf,1
8790,hazmat,4
8791,pengunan,5
8792,cadar,3
8793,nikob,2
8794,syariat,16
8795,tracking,17
8796,wonosamudro,1
8797,medanekspres,4
8798,boyolali,23
8799,ceoat,1
8800,ida,23
8801,jagajarak1,1
8802,3meter,1
8803,etikabatukdanbersin,1
8804,tipes,1
8805,oceh,9
8806,boking,1
8807,ths,1
8808,auto20,1
8809,service,9
8810,898,1
8811,kemenaker,3
8812,garasi,1
8813,lebar,37
8814,rental,2
8815,suri,3
8816,resek,1
8817,resekpemerintah,1
8818,garut,20
8819,medicine,2
8820,bagaiman,3
8821,donie,1
8822,achsanul,4
8823,korba,1
8824,kardus,1
8825,besi,4
8826,idtodayco,11
8827,fadilah,13
8828,supari,8
8829,microsoft,1
8830,corporation,3
8831,hipmi,12
8832,hipi,2
8833,simanjorang,3
8834,elektrizen,2
8835,mendapatkanyasemoga,1
8836,pumudi,1
8837,polis,2
8838,vandemic,1
8839,ayocegahcovid19,1
8840,bandungraya,3
8841,marketing,2
8842,skripsi,7
8843,hapus,17
8844,bonk,1
8845,devisit,3
8846,jugadapat,1
8847,ngrontrak,1
8848,telemedik,1
8849,rukti,2
8850,harjo,2
8851,peostof,1
8852,maru,1
8853,kaena,1
8854,selalupakaimasker,4
8855,selalucucitangan,1
8856,silat,1
8857,lidah,2
8858,rengut,21
8859,tagor,1
8860,aruan,1
8861,nyuwon,1
8862,sewu,6
8863,sawo,1
8864,ciapus,1
8865,pngerajin,1
8866,mngu,2
8867,eris,1
8868,munandar,1
8869,inspiratvid,1
8870,kurikulum,3
8871,paradigma,7
8872,lebay,8
8873,kalitataran,1
8874,kandas,3
8875,listrikuntuksemua,15
8876,ngeten,1
8877,eksportir,3
8878,hambur2in,1
8879,5t,3
8880,jawagandong,3
8881,startup,6
8882,refouncing,1
8883,livecoronaupdate,1
8884,sandiuno,8
8885,lcusandiagauno,1
8886,identifikasi,16
8887,zahir,3
8888,undipkokjahatsih,2
8889,theworldofthemaried,1
8890,opgi,1
8891,garmen,1
8892,cumi,2
8893,zackymirza,1
8894,mincum,1
8895,skip,4
8896,wisuda,5
8897,fkmpi,4
8898,berusuara,1
8899,pnh,1
8900,bles,5
8901,matalokalmenjangkauindonesia,5
8902,mawas,12
8903,receh,3
8904,stand,4
8905,kwh,3
8906,0812,6
8907,catatmeterpln,1
8908,separah2nya,1
8909,engak,7
8910,cucur,2
8911,1930,2
8912,dsri,2
8913,taxsist,3
8914,taxbro,3
8915,pemerintahmendesak,1
8916,tamhid,1
8917,masyhudi,1
8918,698,8
8919,zakatmemberdayakan,2
8920,ramadhan141h,2
8921,akurat,39
8922,1612,5
8923,mangarai,11
8924,sekuler,1
8925,kupas,5
8926,registrasi,7
8927,kerap,20
8928,tunawisma,1
8929,instrumen,14
8930,fundamental,5
8931,950,1
8932,jokowimaruf2019,1
8933,electronic,1
8934,merek,11
8935,bhayangkari,6
8936,publish,8
8937,pure,4
8938,komplilasi,1
8939,masyarakt,7
8940,0907,3
8941,trk,4
8942,ijtimak,2
8943,petaling,1
8944,halau,6
8945,oki,21
8946,ogan,11
8947,komering,7
8948,pijarpsikologi,1
8949,holistik,2
8950,konseling,2
8951,pon,5
8952,dinkestegalkab,2
8953,pemkabtegal,4
8954,bkdtegalkab,1
8955,pmikabtegal,1
8956,konstitusional,2
8957,dua,10
8958,chocodelightra,1
8959,sorong,17
8960,metroharini,10
8961,tilo,2
8962,duduyaka,2
8963,utat,2
8964,tandanio,2
8965,buol,6
8966,cempaka,5
8967,suganjar,1
8968,seuprit,1
8969,spain,1
8970,penyalu,1
8971,miring,5
8972,hanya,2
8973,sdr2,1
8974,tantom,1
8975,tapanuli,6
8976,panbari,1
8977,yangkutnya,1
8978,rapit,7
8979,lanjutanya,1
8980,rak,8
8981,yat,3
8982,kabar2,2
8983,fuckin,1
8984,trdmpak,1
8985,par,2
8986,katong,4
8987,frankfurt,1
8988,scenario,3
8989,german,3
8990,least,11
8991,eight,1
8992,years,3
8993,rec,2
8994,recesion,2
8995,says,1
8996,ipar,6
8997,batikair,1
8998,jugajadi,1
8999,james,5
9000,riyadi,1
9001,umetme,1
9002,telekomunikasi,1
9003,dashboard,14
9004,magerwithdcode,2
9005,sociotalker,2
9006,capital,1
9007,pupuk,5
9008,yrm,1
9009,edukatif,4
9010,inspiratif,3
9011,prnanganan,1
9012,importir,2
9013,dandel,1
9014,dorang,2
9015,pe,7
9016,mangaku,1
9017,tako,1
9018,lebe,1
9019,topnews,10
9020,palsu,38
9021,awetjokowi,1
9022,covidridwan,1
9023,tvonenews,4
9024,alhasil,14
9025,akta,1
9026,pa,6
9027,leny,1
9028,rosalin,1
9029,kalipemerintah,3
9030,manatau,1
9031,rajang,1
9032,kantin,2
9033,saridhona,1
9034,orangbaik,1
9035,musirawas,5
9036,muratara,3
9037,sepadanian,1
9038,183,2
9039,mambana,1
9040,pai,1
9041,musajik,2
9042,dangan,1
9043,cecer,3
9044,dirumahajastopmudik,1
9045,235,10
9046,035,2
9047,545,3
9048,twit2,1
9049,satir,3
9050,holyglorychurchmakasar,1
9051,shalom,2
9052,glorious,1
9053,holy,3
9054,glory,1
9055,church,1
9056,ritangapcovid19,2
9057,covidmalut,2
9058,menyikapai,1
9059,chariri,1
9060,shofa,1
9061,serokadan,5
9062,didatangin,1
9063,aneka,4
9064,lsi,2
9065,parlambatan,1
9066,amit,13
9067,nuwun,4
9068,bade,4
9069,tangklet,1
9070,matur,4
9071,cemburu,6
9072,usung,13
9073,58,10
9074,handuk,4
9075,sulbar,4
9076,setegah2,1
9077,berdapak,1
9078,munkin,2
9079,kesra,6
9080,lancang,1
9081,bertentanga,1
9082,pvtp,1
9083,varietas,1
9084,kpts,1
9085,pv,1
9086,cont,12
9087,ismailnachu,2
9088,bidang2,3
9089,mercon,1
9090,pesbuk,1
9091,wish,3
9092,luck,6
9093,entertain,2
9094,darmaraja,3
9095,sepeda,42
9096,judionline,1
9097,judicasino,1
9098,pokeronline,1
9099,pokeronlineindonesia,1
9100,judibola,1
9101,bandarq,1
9102,bandartogel,1
9103,bandar6,1
9104,telinga,5
9105,jerit,12
9106,reactivated,1
9107,mutasi,9
9108,tax,7
9109,restitusi,4
9110,nimbun,3
9111,107,5
9112,943,2
9113,868,1
9114,husnudzon,2
9115,kahayan,6
9116,csr,7
9117,idcamp,1
9118,developer,1
9119,chalenge,4
9120,programer,1
9121,bsdh,1
9122,mangkanya,5
9123,guyon,5
9124,demaptkin,1
9125,haripendidikanasional,5
9126,liners,1
9127,iqbal,5
9128,suhaeb,1
9129,sekt,1
9130,blended,2
9131,fda,1
9132,terl,1
9133,beo,2
9134,tngkap,2
9135,msukan,1
9136,sangkar,1
9137,polsekumbulharjo,1
9138,bhabinkamtibmasgiwangan,1
9139,murid,14
9140,gunane,2
9141,dinge,1
9142,nopo,2
9143,viruse,2
9144,asoka,1
9145,prambanan,4
9146,bonanjar,1
9147,wiliyah,1
9148,cucu,5
9149,dbd,19
9150,bekasitanguhlawancovid19,1
9151,diskominfostandikotabekasi,1
9152,humaskotabekasi,1
9153,naga,5
9154,dolok,7
9155,merawan,1
9156,nyonyah,1
9157,positioning,3
9158,healthcare,2
9159,rambah,4
9160,insurance,4
9161,asuransi,18
9162,soga,1
9163,gegas,1
9164,pesel,2
9165,painan,4
9166,pesisir,14
9167,dawn,1
9168,civilization,1
9169,seluk,1
9170,beluk,1
9171,ror,1
9172,ramadhankarem,1
9173,trawehdirumahaja,1
9174,bukapuasadirumahaja,1
9175,bhayangkarindonesia,1
9176,bhayangkaririau,1
9177,songolas,1
9178,waka,3
9179,remboken,3
9180,samurine,2
9181,tampusu,2
9182,babhinkamtibmas,2
9183,wah,6
9184,theo,1
9185,yulianata,1
9186,typ,1
9187,hendriono,1
9188,liti,1
9189,wayan,6
9190,poster,5
9191,pisau,6
9192,r1,15
9193,90memutuskan,1
9194,sangkal,6
9195,photo,3
9196,arsip,2
9197,charming,1
9198,kampungalmunawar,1
9199,belajardaricovid19,3
9200,merdekabelajar,3
9201,upacara,19
9202,bendera,19
9203,bakubantu,1
9204,lany,5
9205,disiasi,1
9206,gea,2
9207,alomedika,1
9208,teraweh,3
9209,nyasemoga,1
9210,hobi,14
9211,luthfi,2
9212,ckuakz,1
9213,speakingpolsek,1
9214,terkaita,1
9215,humasresbinjai,1
9216,sahabatpengayoman,17
9217,kumham1,7
9218,royal,6
9219,sentraland,1
9220,penang,1
9221,bg,1
9222,kemnakeri,23
9223,balanipa,1
9224,ciputrahospital,1
9225,source,6
9226,rangaekasakti1,1
9227,litbangkompas,7
9228,uh,9
9229,mlakukan,4
9230,tobat,5
9231,woe,1
9232,prcayakan,1
9233,positivity,5
9234,pemerintahmudik,2
9235,huhu,16
9236,kodam9udayana,2
9237,ilyas,1
9238,panji,4
9239,headlinenasional,1
9240,kabarnasional,1
9241,aidil,1
9242,amri,4
9243,miskomunikasi,2
9244,bakter,1
9245,tegineneng,1
9246,today,11
9247,mtv,1
9248,love,7
9249,gaul,4
9250,617,1
9251,pemakamancorona,1
9252,lidi,8
9253,nakesnya,4
9254,konsekuensi,14
9255,rib,2
9256,lc19,1
9257,efektivitas,12
9258,cologne,1
9259,migrant,1
9260,timba,4
9261,yusufrmanilet,2
9262,paguyuban,7
9263,ternate,4
9264,lulukhamidah,1
9265,sumbangin,1
9266,paniradyakaistimewan,1
9267,bantar,2
9268,setu,2
9269,cipayung,2
9270,jaktim,5
9271,mobil8,2
9272,showrom,1
9273,nadiem,10
9274,haripendidikan2020,1
9275,2mei2020,1
9276,natunalawancovid19,1
9277,finzy,1
9278,ngojok2in,1
9279,selektif,4
9280,belajardarirumah,7
9281,banprespedulirakyat,16
9282,792,1
9283,796,17
9284,393,1
9285,079,1
9286,86,19
9287,946,1
9288,219,13
9289,179,1
9290,87,29
9291,929,2
9292,054,2
9293,tungudewi,1
9294,acipanser,1
9295,event,23
9296,folowersnya,2
9297,wuling,4
9298,hasut,9
9299,cyber,1
9300,apalin,1
9301,bentar,13
9302,tar,20
9303,mledug,1
9304,gampang2,1
9305,kasta,1
9306,315,3
9307,dimain2kan,1
9308,kelit,3
9309,iming2,2
9310,kupon,3
9311,menger,1
9312,red,9
9313,guard,2
9314,hater,4
9315,lks,1
9316,tenagapendidik,1
9317,natalia,2
9318,pigai,1
9319,riah,13
9320,prasejahtera,2
9321,damak,1
9322,reni,1
9323,eliyana,1
9324,kalentemu,1
9325,sita,6
9326,inibaruid,4
9327,menfokuskan,1
9328,ideologi,49
9329,pagebluk,11
9330,merahputih,10
9331,sis,14
9332,daera,2
9333,steril,8
9334,tolakomnibuslaw,26
9335,mogokbayarukt,1
9336,bandunglawancorona,1
9337,poldakaltim,12
9338,humaspoldakaltim,2
9339,gita,2
9340,wirjawan,1
9341,rp4,5
9342,dolars,1
9343,cumaprogram,1
9344,sayasotoynieh,1
9345,suhanto,1
9346,permendag,2
9347,gabah,1
9348,guncang,7
9349,zaidar,1
9350,kasik,1
9351,jempol,6
9352,indonesiaman,1
9353,polwan,6
9354,sangul,2
9355,lisdahendrajoni,1
9356,rintah,2
9357,seringkali,6
9358,afaik,1
9359,bengkel,8
9360,syawaludin3687,1
9361,tolongpak,1
9362,bengkelbumi,1
9363,ms,11
9364,glow,1
9365,clinic,3
9366,aesthetic,1
9367,kloter,2
9368,coe,1
9369,pasing,1
9370,grade,1
9371,dicantumin,2
9372,list,6
9373,senegal,1
9374,ngentakngambul,2
9375,baturajaradio,1
9376,etnikom,1
9377,kewirausahan,1
9378,hariburuh2020,4
9379,trjangkit,1
9380,himbowan,1
9381,insanpendidikan,1
9382,darirumahaja,1
9383,dindik,1
9384,perata,10
9385,mela,2
9386,banking,4
9387,permata,4
9388,ditiadakankak,2
9389,erla,2
9390,ngejerit,1
9391,capnyajgn,1
9392,mengelurkan,2
9393,disiplinterapkanpsb,3
9394,hap,6
9395,kuhp,2
